% {"flow_id": 8784, "openml_server": "https://www.openml.org/api/v1", "measure": ["f_measure"], "normalized_y": false, "study_id": 14, "max_runs_per_task": 2000}
@RELATION openml-meta-flow-8784

@ATTRIBUTE columntransformer__numeric__imputer__strategy {mean, median, most_frequent}
@ATTRIBUTE f_measure NUMERIC
@ATTRIBUTE svc__C NUMERIC
@ATTRIBUTE svc__coef0 NUMERIC
@ATTRIBUTE svc__degree NUMERIC
@ATTRIBUTE svc__gamma NUMERIC
@ATTRIBUTE svc__kernel {rbf, poly, sigmoid}
@ATTRIBUTE svc__max_iter {-1}
@ATTRIBUTE svc__shrinking {True, False}
@ATTRIBUTE svc__tol NUMERIC
@ATTRIBUTE task_id NUMERIC

@DATA
median,0.9049075095853545,14.716960795244844,-0.028029309110941814,?,0.0006318463096012672,sigmoid,-1,False,0.02454666880034991,3
median,0.9382471937493111,1170.6304760061944,-0.5480878934152564,?,3.312951242552605e-05,sigmoid,-1,False,0.0009124543612464893,3
mean,0.9971840951558817,143.47903188795823,?,?,0.06691612138836202,rbf,-1,False,4.2052337621673955e-05,3
mean,0.9253442833934681,0.08274304748800326,-0.41992761795831646,2.0,0.029731456386512447,poly,-1,True,0.0004911852122944403,3
mean,0.9432948060214061,23.68164843210665,-0.3720663011145493,1.0,0.005226221917520621,poly,-1,True,0.003208167834767507,3
median,0.9665211138643804,0.20641053573266058,-0.5052970215656425,2.0,0.10458499801375575,poly,-1,True,1.7577940340105595e-05,3
most_frequent,0.9709065619634315,7911.273030215756,0.4579004463527867,1.0,1.2103414493941187,poly,-1,False,5.965859514684932e-05,3
median,0.562836865789341,0.09514197375689214,0.92393923264551,2.0,0.0018124476334987463,poly,-1,False,0.06151202028811057,3
most_frequent,0.28613042192611454,38.29772024299362,-0.7524373466366598,4.0,0.00011232694336930063,poly,-1,False,0.05957953029415612,3
most_frequent,0.9680997406253564,8122.368934372452,-0.12015946973383196,?,0.0003292353790248127,sigmoid,-1,True,0.0030008974147927316,3
mean,0.9183365487719933,696.6615441773066,-0.2708849229064145,?,0.014090725010279484,sigmoid,-1,True,0.0003763924971917906,3
median,0.9971840189231721,6430.07231887373,?,?,0.023234518673294794,rbf,-1,True,0.0048845694862569575,3
most_frequent,0.9092627439983975,6.550060052306148,?,?,0.00015278571264841482,rbf,-1,True,1.0309993713146936e-05,3
mean,0.9351458633787855,0.059681290053790734,?,?,0.06271777360939389,rbf,-1,True,0.0007705989498801942,3
most_frequent,0.9731024394368364,26840.6468962156,0.6578510786103244,3.0,0.00011272483820244033,poly,-1,False,0.0034035097341366316,3
most_frequent,0.9041762466319935,3.3955729831655503,0.8594386189867751,1.0,0.0005515094418174627,poly,-1,True,0.005119297949263498,3
most_frequent,0.9407689188773094,242.29576171482174,-0.28408075257975507,?,0.0004331666359728666,sigmoid,-1,False,7.642942124909531e-05,3
mean,0.8840511451824654,0.22263754339560712,-0.5405237460897769,4.0,0.030104173507081035,poly,-1,False,1.5209698057369446e-05,3
mean,0.9968711747964301,4.171358209422686,0.27252110930712425,3.0,0.1518799611869297,poly,-1,False,0.02543187463715188,3
mean,0.9956196447150022,616.861688497294,0.8356601895638809,3.0,0.01382991344563828,poly,-1,True,0.009046546912604939,3
mean,0.9946813440514313,5.275985379437477,?,?,0.04585941582651784,rbf,-1,False,0.015994251784067708,3
median,0.6169407079655008,4851.308384444183,?,?,2.237693419737367,rbf,-1,False,0.01635440059120173,3
median,0.825654725489172,4063.346712888732,-0.08057219114611236,?,0.026492829010591443,sigmoid,-1,True,0.014670240144248212,3
median,0.6746192845097989,6265.914521124775,0.4750763927583681,?,0.10813426624522185,sigmoid,-1,False,0.04407323655091169,3
mean,0.9351315667753858,89.94819560669136,0.34950370511959417,?,0.00018447264251546412,sigmoid,-1,True,0.09061518076451601,3
most_frequent,0.9696622230684914,1916.307486703783,?,?,0.0004558536673847486,rbf,-1,True,0.0004976524693409957,3
median,0.9217495182404629,0.16010484772668915,?,?,0.024463477798229726,rbf,-1,True,0.009570535004809297,3
most_frequent,0.38298558064362204,0.3459990950956111,?,?,0.00034721199695519043,rbf,-1,True,0.0612106369416083,3
mean,0.9102107919602623,5.7623483984126755,-0.7925348783130266,?,0.001672807873109628,sigmoid,-1,False,4.2391097797686434e-05,3
median,0.3590041901618808,119.35275645250422,?,?,2.6874801530768644,rbf,-1,False,4.019527521486707e-05,3
mean,0.8663677213965584,7.549496294582146,0.4813011613020113,?,0.00021305586720709539,sigmoid,-1,False,2.6476323124707308e-05,3
median,0.9277306374314307,18718.259447143173,0.1815096458682579,?,0.0030878111976167504,sigmoid,-1,True,0.0024149857802875227,3
median,0.9949937421777222,488.1559305188318,-0.23437369961039733,2.0,1.955370276559819,poly,-1,False,0.02831814314799307,3
median,0.9949937421777222,11294.901754244307,0.7879048772120016,2.0,2.261221446545478,poly,-1,True,0.006904015187240285,3
median,0.9170646917187287,2231.317727636022,0.028362146790990694,3.0,0.0003939533982179475,poly,-1,False,0.0015881032394601648,3
mean,0.9978097314783059,0.03542474535481912,0.39320286332658716,5.0,0.1117015153702041,poly,-1,True,7.235522816946636e-05,3
median,0.9674737107485489,10860.273870544972,?,?,9.28468321096053e-05,rbf,-1,True,0.0001244448977271426,3
mean,0.36109658251792814,5.0156155475431765,0.332147762997796,?,4.783667084972596e-05,sigmoid,-1,True,0.0003738749966345265,3
median,0.9127021546353324,5.387251345759651,0.19897592745814596,?,0.000881766727772651,sigmoid,-1,False,0.014781512695878926,3
mean,0.9404538095704285,0.3848063318722312,0.8246523664775174,2.0,0.03147818643523734,poly,-1,False,0.05497917775703206,3
most_frequent,0.9721616360497873,49.441006293496635,-0.47182513645233026,?,0.010062088762499932,sigmoid,-1,False,0.0022864614386333567,3
mean,0.9968710888610763,167.1820452470983,?,?,0.03029898927251375,rbf,-1,True,0.0008188369794790553,3
most_frequent,0.9521197536679236,41.225791594856,-0.7424433461075901,1.0,0.007956126825134443,poly,-1,True,0.00022504112773823076,3
median,0.9098968331488735,4.910536828479684,0.5385555634618795,?,0.0035482062643943917,sigmoid,-1,False,0.00044384429615298315,3
mean,0.9849794582171639,15.31011099531127,?,?,0.6132432957295841,rbf,-1,False,2.593897279302299e-05,3
median,0.9649665562409753,8291.702470246533,?,?,3.073974370717552e-05,rbf,-1,True,0.006861765813379724,3
median,0.9242844500674243,11698.131671367531,0.8547035811236587,?,0.0018516565682680805,sigmoid,-1,False,0.0005176941985636279,3
mean,0.9167732495850393,7077.8704675952995,-0.1283221102826515,?,0.010075319445710143,sigmoid,-1,False,0.00010463808795237667,3
mean,0.9971840189231721,14082.764647022583,0.3706036480690267,3.0,0.024839676747232475,poly,-1,True,0.06371971930462925,3
most_frequent,0.7580675391108894,1.6793796326308914,-0.32352396095149816,?,0.0003873964893533801,sigmoid,-1,False,0.00024392059201079253,3
median,0.9953066982052869,1382.2122204332195,?,?,0.005465120876090136,rbf,-1,False,3.224863785064814e-05,3
median,0.9971840951558817,1647.145348599025,-0.3054029119985644,5.0,0.18697290737148253,poly,-1,False,1.1531739781291871e-05,3
most_frequent,0.993429555363724,72.5252790253425,?,?,0.011842994321313369,rbf,-1,True,0.003627204914889758,3
median,0.9896747360516313,1271.5767405086017,?,?,0.001961960945789776,rbf,-1,False,8.572422260364687e-05,3
most_frequent,0.9382471937493111,5.430523497659826,-0.30156677793396947,?,0.003555574846881292,sigmoid,-1,True,0.0002273378378858939,3
median,0.9098968331488735,12.965698961738223,0.5024850272634336,5.0,0.001508021842514661,poly,-1,True,0.0007798638340546109,3
mean,0.9965583385238554,12800.588608148322,0.8906856183036833,3.0,0.12568764228922663,poly,-1,False,0.004542316184478067,3
mean,0.9971840189231721,1466.5821934709836,-0.8526921988442968,4.0,0.6874610799507382,poly,-1,False,0.00014477742212154647,3
median,0.7416084997648604,5.353522696051229,-0.4220725134320229,?,0.06695536301195354,sigmoid,-1,False,0.0003272050366355347,3
median,0.9317031545814559,136.29576298900685,?,?,1.5175691474363897,rbf,-1,True,0.006325898485363,3
most_frequent,0.9971840951558817,2475.4012239235444,-0.4337227685264413,5.0,0.09330899826229744,poly,-1,True,0.0017721552167824116,3
most_frequent,0.9677752021939657,0.08074040346934008,0.177664811292791,4.0,0.04948051921632998,poly,-1,False,0.019600559591156433,3
median,0.9696558857099185,3641.4603710555225,0.8401599116475285,1.0,2.5456762833016264,poly,-1,False,0.0003849780079290632,3
median,0.9348200338015528,41.39686807865552,0.6888518483846431,2.0,0.00025635096718166914,poly,-1,True,2.5904612434601416e-05,3
most_frequent,0.9577591070816125,4680.249910697805,?,?,3.77648317924226e-05,rbf,-1,True,0.0019441682080509884,3
most_frequent,0.9423503301845203,1759.074440510912,?,?,3.2763205721417316e-05,rbf,-1,True,0.005284000158283357,3
mean,0.9962455099206988,532.2370733925352,?,?,0.09486385959828156,rbf,-1,True,0.09870831670984591,3
median,0.9382471937493111,2.2282019243886046,?,?,0.0067345250373272245,rbf,-1,False,0.0002541703648430924,3
mean,0.7488370162327439,0.613451410073853,0.7659406621925668,?,0.0016458697997531835,sigmoid,-1,True,0.0009995895729319189,3
most_frequent,0.9962454097557161,694.798364910581,-0.819896586320743,4.0,0.06272323950172976,poly,-1,False,3.331385525868395e-05,3
mean,0.9896747360516313,5938.5167110809,?,?,0.39077113888221304,rbf,-1,True,0.0072937684415984375,3
most_frequent,0.9953069486179685,17.750812155532927,?,?,0.034734851089961556,rbf,-1,True,0.05697081829098861,3
mean,0.9702833200968056,180.53330455648134,-0.8460202539134305,1.0,0.9114484545958224,poly,-1,True,0.015097963195791592,3
median,0.9715315909683837,1480.6974672740596,0.8298324391950129,1.0,0.7173209424718935,poly,-1,True,4.105258818516065e-05,3
mean,0.9868589341450061,4573.783884123997,?,?,0.0008803146440021382,rbf,-1,True,3.876496256602411e-05,3
mean,0.9971840189231721,1197.2461057050984,?,?,0.024585767248985604,rbf,-1,True,4.332978165211674e-05,3
median,0.9943681146335741,9756.951650856063,-0.9876594876322797,2.0,0.2722981614623985,poly,-1,True,0.04969867925756647,3
most_frequent,0.7506550564192653,104.5814247084968,0.5486590621675309,?,0.047721600982905725,sigmoid,-1,False,4.53894290308525e-05,3
most_frequent,0.9668482051860211,16491.286459333478,?,?,6.467721199617543e-05,rbf,-1,False,0.0010095098939112727,3
mean,0.782434849043809,132.33731518998553,?,?,1.9835806448450635,rbf,-1,False,2.8232743603286324e-05,3
most_frequent,0.28735793228097034,1.5690647209693904,-0.9020597157594903,2.0,0.0032111001302056186,poly,-1,False,1.0997177317879995e-05,3
most_frequent,0.8577748751258278,2.101862336103127,0.9135294905147324,?,0.0012180230169295298,sigmoid,-1,True,0.00242523108199561,3
median,0.9049075095853545,88.81478833611355,0.3073613800894326,?,9.806466032044523e-05,sigmoid,-1,False,0.001981896486568775,3
median,0.9599617785611148,1693.681713272322,0.8336673360943487,?,0.0006842212540491474,sigmoid,-1,True,1.3314064129851984e-05,3
most_frequent,0.9055313406080323,4.069949831841862,?,?,0.0009584872265838418,rbf,-1,True,3.7585830227950346e-05,3
most_frequent,0.9640296582044937,5137.095539576572,0.44093756471473267,?,0.00016878241261852542,sigmoid,-1,False,0.001384842568989212,3
median,0.9953069486179685,5.698562952767291,?,?,0.07501653578236994,rbf,-1,True,0.0020565269363174163,3
mean,0.9718513901083173,19838.369445463097,?,?,0.00012245090397141294,rbf,-1,True,0.022615364618306634,3
